Scen	Var	Perc	2022.0	2022.25	2022.5	2022.75	2023.0	2023.25	2023.5	2023.75	2024.0	2024.25	2024.5	2024.75	2025.0	2025.25	2025.5	2025.75	2026.0	2026.25	2026.5	2026.75	2027.0	2027.25	2027.5	2027.75	2028.0	2028.25	2028.5	2028.75	2029.0	2029.25	2029.5	2029.75	2030.0	2030.25	2030.5	2030.75	2031.0	2031.25	2031.5	2031.75	2032.0
Bup Providers	Total overdose deaths	0.025	62150.255000000005	61890.96000000001	61581.6	61227.235	60800.450000000004	60324.740000000005	59818.450000000004	59262.19	58713.560000000005	58092.235	57453.185	56767.575	56067.05499999999	55361.7	54698.705	53981.69	53254.73	52521.14	51776.32	51074.55499999999	50332.81	49607.065	48912.86	48192.38	47437.895000000004	46761.915	46101.494999999995	45492.99	44864.409999999996	44226.4	43607.865	42999.64	42402.6	41897.095	41357.12	40812.549999999996	40348.165	39865.94500000001	39409.75	38942.205	38518.53
Bup Providers	Total overdose deaths	0.05	62368.12	62113.91	61807.17999999999	61449.6	61030.86	60578.479999999996	60082.06999999999	59541.4	58968.19	58361.560000000005	57737.63	57104.39	56430.03	55749.21000000001	55031.37	54314.9	53614.16	52913.310000000005	52183.60999999999	51456.71	50735.84	50011.89	49336.63999999999	48640.09	47961.0	47330.67	46681.7	46015.85999999999	45350.79	44780.39	44187.14	43661.05	43144.08	42628.61	42120.9	41637.7	41128.939999999995	40662.96	40212.48	39785.2	39381.83
Bup Providers	Total overdose deaths	0.1	62611.340000000004	62382.92	62093.66	61739.53999999999	61346.9	60888.74	60407.28	59887.26	59325.060000000005	58726.9	58103.22	57465.92	56826.56	56161.9	55477.06	54790.979999999996	54094.36	53397.54	52718.200000000004	52017.32000000001	51304.24	50593.96	49904.32	49230.78	48566.34	47947.82	47317.880000000005	46722.34	46112.48	45529.8	44961.520000000004	44419.840000000004	43897.06	43370.86	42895.36	42430.74	41976.5	41523.96	41076.740000000005	40638.46	40221.82
Bup Providers	Total overdose deaths	0.25	63025.3	62811.8	62534.350000000006	62210.3	61830.95	61404.75	60938.05	60437.350000000006	59901.25	59339.85	58743.8	58134.1	57517.45	56864.55	56219.05	55591.350000000006	54948.45	54289.45	53639.899999999994	52988.5	52375.2	51740.05	51129.6	50520.4	49923.75	49360.85	48821.9	48282.05	47765.25	47240.85	46733.7	46235.2	45763.2	45282.25	44798.600000000006	44340.5	43889.1	43437.850000000006	43004.2	42565.600000000006	42134.8
Bup Providers	Total overdose deaths	0.5	63502.9	63307.0	63062.7	62766.0	62418.1	62026.5	61610.9	61139.2	60636.9	60112.4	59570.2	59007.4	58428.8	57844.8	57295.0	56709.2	56123.5	55544.8	54990.2	54443.3	53864.1	53319.6	52783.4	52238.2	51721.6	51196.0	50681.4	50171.7	49675.6	49168.3	48683.2	48201.1	47720.8	47240.3	46775.9	46319.1	45861.0	45408.9	44973.6	44542.0	44118.4
Bup Providers	Total overdose deaths	0.75	64010.75	63841.5	63620.05	63349.149999999994	63032.7	62680.15	62293.0	61883.899999999994	61454.75	60985.2	60517.0	60042.4	59536.8	59038.0	58543.3	58037.55	57563.95	57088.65	56591.25	56111.5	55620.75	55113.7	54608.350000000006	54101.85	53599.75	53098.15	52588.7	52084.25	51578.95	51076.8	50577.6	50083.05	49612.350000000006	49147.2	48682.1	48241.75	47788.45	47363.8	46933.8	46527.899999999994	46113.9
Bup Providers	Total overdose deaths	0.9	64464.85999999999	64331.28	64144.34	63910.3	63642.49999999999	63332.24	62991.16	62639.1	62256.0	61858.86	61484.06	61087.22	60690.280000000006	60283.3	59868.46	59449.119999999995	58988.32	58543.36	58083.2	57605.340000000004	57118.159999999996	56606.88	56109.299999999996	55613.09999999999	55117.17999999999	54602.64	54099.7	53607.36	53091.35999999999	52610.420000000006	52129.34	51676.32000000001	51217.74	50749.2	50289.81999999999	49859.3	49419.0	48988.1	48564.36	48153.84	47740.96
Bup Providers	Total overdose deaths	0.95	64748.6	64632.34	64490.94999999999	64312.89	64079.21	63833.52	63532.17	63207.93	62903.57	62581.98	62243.77999999999	61884.59999999999	61514.13	61123.37999999999	60717.39	60283.4	59846.979999999996	59406.43	58935.49	58447.69	57933.55999999999	57453.81	56971.189999999995	56482.89	55986.490000000005	55464.88	54950.52999999999	54461.829999999994	53969.420000000006	53480.69999999999	53004.450000000004	52548.6	52101.16999999999	51660.38	51236.06999999999	50813.2	50366.66999999999	49939.17999999999	49520.32	49107.4	48699.24999999999
Bup Providers	Total overdose deaths	0.975	65027.33	64922.33	64793.115	64598.775	64429.625	64227.225000000006	64036.325	63751.575	63505.715000000004	63238.005000000005	62934.634999999995	62610.375	62254.125	61872.145000000004	61470.77	61046.665	60599.725000000006	60144.32	59679.555	59177.315	58679.255	58178.215	57679.435	57174.37	56669.085	56186.325000000004	55679.17500000001	55203.990000000005	54731.58500000001	54249.075000000004	53800.215000000004	53351.229999999996	52894.17	52438.815	52010.310000000005	51590.33	51151.995	50718.475000000006	50295.485	49882.42	49464.82000000001
Bup Providers	Total overdose deaths	EV	63295.6	63082.6	62810.0	62481.6	62100.2	61668.6	61190.4	60669.2	60108.5	59511.8	58894.2	58363.3	57890.6	57440.6	56996.2	56548.7	56094.5	55632.0	55161.2	54682.8	54197.6	53706.2	53209.9	52709.7	52206.6	51701.0	51194.2	50686.8	50179.7	49673.0	49167.8	48664.4	48163.4	47664.9	47169.5	46677.6	46209.1	45774.8	45361.0	44960.9	44570.7
