	ADF effect strength initiating heroin with Rx OUD	Base survival probability H OD relative to Rx	Base survival probability Rx OD	Developing HUD rate no Rx OUD 	Developing HUD rate with Rx OUD 	Developing Rx OUD rate 	Fentanyl effect on base survival max relative to H	Fentanyl effect on OD rate H max	Fraction Nx kits to H users 	Heroin availability strength developing HUD	Heroin availability strength initiating NDHU no Rx	Heroin availability strength net quit NDHU	Initial stock correction[RXM]	Initial stock correction[NDH]	Initial stock correction[OUB]	Initial stock correction[OUM]	Initial stock correction[OUV]	Initial stock correction[OUT]	Initial stock correction[OUR]	Initial stock correction[OUS]	Initial stock correction[OHB]	Initial stock correction[OHM]	Initial stock correction[OHV]	Initial stock correction[OHT]	Initial stock correction[OHR]	Initial stock correction[OHS]	Initial stock correction[HUB]	Initial stock correction[HUM]	Initial stock correction[HUV]	Initial stock correction[HUT]	Initial stock correction[HUR]	Initial stock correction[HUS]	Initiating heroin no Rx base 	Initiating Rx misuse diverted base 	Initiation rate heroin with Rx misuse 	Initiation rate heroin with Rx OUD relative to Rx misuse	Initiation rate Rx misuse own Rx 	Net quit rate heroin with Rx misuse 	Net quit rate heroin with Rx OUD 	Net quit rate NDHU 	Net quit rate Rx misuse	NSDUH misuse redefinition fixed effect	Nx kit distribution efficiency	Overdose rate base HUD	Overdose rate NDHU relative to HUD	Overdose rate base Rx misuse	Overdose rate base Rx OUD	Overdose rate synth baseline	Perceived risk strength initiating heroin with Rx use	Perceived risk strength initiating NDHU no Rx	Perceived risk strength initiating Rx misuse diverted	Perceived risk strength initiating Rx misuse own Rx	Perceived risk strength net quit heroin with Rx OUD	Perceived risk strength net quit NDHU	Perceived risk strength net quit NDHU with Rx	Perceived risk strength net quit Rx misuse	Relapse rate HUD	Relapse rate Rx OUD relative to HUD	Remission rate Rx OUD relative to HUD	Rx availability strength developing Rx OUD	Rx availability strength initiating Rx misuse	Rx availability strength net quit Rx misuse	Rx vs H availability strength developing HUD with Rx OUD	Rx vs H availability strength initiating heroin with Rx OUD	Rx vs H availability strength initiating NDHU with Rx	Social influence strength developing HUD	Social influence strength developing Rx OUD	Social influence strength initiating heroin with Rx OUD	Social influence strength initiating NDHU no Rx	Social influence strength initiating NDHU with Rx	Social influence strength initiating Rx misuse	Time to stabilize remission	Tx seeking rate Rx OUD no H total
Initiation rate Rx misuse own Rx 	0.010346698900851355	0.000569505474309009	-0.03660616376626477	-0.013362437093072298	-0.09076077067700349	0.19969422892675598	0.005064459223286946	-0.018748647835225157	-0.027231331713052826	-0.03769253713857869	0.0012632891191978485	0.022272514286733887	-0.16822480095717374	-0.06491255377284516	-0.09491070070666245	0.06975095303707725	-0.04553199812829728	-0.18735060878897716	0.06262390560219275	-0.001961879938590276	0.006522219901075604	-0.021312839738714392	-0.04182150109725812	0.0022048605397067466	-0.027676029022974735	0.0162999547382502	0.02571238940081313	-0.008147680034944071	0.008679568088555979	0.04827697653141139	-0.08009766634821343	-0.016008575934035825	-0.04156488077736474	0.014123626152016277	-0.045979983120892964	0.0026808172391764922	1.0	0.020785016793270165	-0.0127924199224652	0.030580723351536783	-0.051747399509725366	0.2345048111816083	-0.008431189631562011	-0.007155496302483463	0.012290140301631372	0.08177224865344981	-0.052927594371174135	-0.00021484644714714853	-0.09543121692440361	-0.03291700231258019	-0.04654829553429297	0.7997128024205833	-0.07466901956457761	0.044149614680209434	6.0979078031735926e-05	-0.016276953193696306	0.01633657071977671	0.06460784170660869	0.062037030398589064	-0.0521347448688093	0.049335129080317355	0.13033690070780235	0.01783619678374023	-0.03403227303257578	-0.04155830487650156	0.0529017735165565	-0.03776849116780751	-0.06692497607147518	-0.007864049115954768	-0.044475409841517446	-0.05309460723466848	-0.0007586512893493117	-0.03254951357904889
Net quit rate heroin with Rx misuse 	-0.019138415220243083	-0.03174659831750494	-6.247051903223226e-06	-0.09520645546001444	0.033714062006973786	-0.013681294985137878	-0.042332406114658806	0.012344658211272026	0.03799327744952381	0.02678292028181176	-0.016147015102325385	0.8267607833801633	0.055734685635032755	-0.01758919492642048	-0.004475437806344681	0.06254540745387524	-0.057757555022185415	-0.0036614587638538663	0.04712921433580282	-0.06433274923515377	0.02810534634628396	0.0870949385902531	-0.017064753126004455	0.12871444120414624	-0.10112406919177881	0.03873370479172319	0.011106546082742851	-0.10959537326261905	0.05548155119463982	-0.020892151545914034	0.10029740224964112	0.04063303708890041	0.1112485926315011	-0.015722992293872116	0.35030406485792764	-0.17163182821044715	0.020785016793270165	1.0	-0.07686732000102801	-0.51436151508719	0.1096626362513701	-0.037667764201038505	0.005430545413310059	-0.025390473196865344	-0.05069276668835183	0.0057187860446770225	0.01668916496258192	-0.0376857469441856	-0.04361953317122452	-0.016442307405216093	-0.0003943489326315107	-0.01012689566478483	0.06091095151425538	0.06907072846464964	-0.36719237897154633	0.018235937077784724	0.03595224291566585	-0.014567528938778452	-0.017196218611732164	0.0133393430612476	-0.016068221257336018	-0.012279900851769863	0.019370603811533823	0.02635663690364762	0.0493977802875085	-0.032062480705608916	-0.03546586820022075	-0.052366869238830424	-0.025794454243319578	-0.20077658059906822	0.05635856627739635	0.05064531932833016	0.003616196914809772
Net quit rate heroin with Rx OUD 	0.031379427961789524	-0.0764567600920295	0.024342655644713055	0.5022134794368683	-0.31664895000531795	-0.19354086293353437	-0.11409059182907416	-0.028983614515260336	0.10387866185813095	0.03102596758580224	-0.008554006125623305	0.07812371352548256	0.10675033537606989	0.04251654582448368	-0.06386711360343693	0.018872299814998193	-0.035454164057925966	0.13863388969943077	-0.07709667976430197	0.14183302019878946	-0.0029752188073147523	-0.0459507331200644	0.07081848072998015	-0.0006776249416010119	0.01692768273552179	0.026066549161811964	-0.019219915944388367	-0.00300438500188131	0.010078484728026018	0.026790144894380617	0.07405732051569	0.013682913713764424	0.032971240092118416	-0.05278203047151372	-0.06620306420951409	0.4025885981088898	-0.0127924199224652	-0.07686732000102801	1.0	0.005028233088417667	0.12605713470913987	0.055102528933339265	-0.06119180037963371	-0.04499017535530283	0.0511976636069517	-0.006426203688976077	0.014799501187829453	-0.10109248270182837	0.18551608097826075	0.03399867516759564	0.014394037631765898	0.08814615211871762	-0.2892592148901168	0.059463671803123314	0.022117231363573374	-0.043006064615264426	0.23782306621826205	-0.16886341544434233	-0.12393527169202594	-0.14897023074797275	-0.07474124471997687	-0.1084662474971667	0.17121139103968966	-0.06635555858540733	0.13120237106679092	-0.006111945482211781	-0.005455440546995574	0.011498579059967182	-0.026537923091114145	0.16273010646571093	0.07491983953034981	0.13114902907670684	0.01596645989926939
Net quit rate NDHU 	0.009627069084341276	0.03976159716386138	-0.07224560181427303	0.028750033048715987	0.022858165981017198	0.009478804795446659	0.042268552192839794	0.04116977672688318	-0.0926705376109325	-0.009288239983177963	-0.02204712357491545	-0.17339187302280987	-0.011239195661537475	-0.058262543414416015	-0.08855270014350128	0.027493621192217644	0.08563688953595508	0.007503103202756143	-0.002282502290748001	0.05158218304565197	0.06428020931966977	-0.015656379031894083	-0.03768379216154011	-0.04199665170482888	0.017568414953618314	-0.05105632822184847	-0.07609739977207294	0.21104079423747624	-0.007673465459640568	-0.016056770558622042	0.042478407548231845	0.03050048318840796	0.042616706868528524	-0.008700769277411534	0.10424751345767895	-0.017898656596716925	0.030580723351536783	-0.51436151508719	0.005028233088417667	1.0	-0.04913528959136841	0.028472525461851292	0.026001078286974316	0.026398835886950415	-0.04590326165344893	-0.03136303272074615	-0.0802780042215803	0.05623000139132608	0.1279125957879643	0.03712969744571106	-0.0645654231673355	0.04773588331843422	-0.000476136757179186	0.02671301377369141	0.12892694573566396	-0.016107315661774792	0.044759555120869356	0.01639099321573266	0.021168742146799185	0.0464847403163136	-0.0045884505740795166	-0.00385715394988517	-0.04009727470547509	-0.014610938550618824	0.059042876711963024	0.02791497281404279	-0.02968669305622095	0.0259490437415867	0.013715693699384171	-0.04369244460727952	-0.046532918547882496	-0.008390443880360173	0.05523607129760406
Net quit rate Rx misuse	0.1078699195145378	-0.021461451250113398	0.012509134018720143	0.08441077136844452	0.35623281753115077	-0.6883559398935222	-0.0438126388352831	-0.012168038480975247	0.03396363563607322	0.062982633345237	0.0454173245217583	0.12921862162483944	0.6836758071364346	0.04071014435870982	0.04176709796911846	0.03528576898923382	0.04433179775163327	0.6026100860375811	-0.11425000457796694	-0.006871758956262298	-0.011314687954043697	-0.028531486653442066	0.02274314710110383	0.08350457987753246	-0.07034241285336915	-0.08882040510076974	-0.05020834268874673	-0.08329678778410797	-0.011683785218252115	-0.16987665692404716	-0.02897182453822252	-0.03889540098578813	-0.0032829729887201967	-0.32263571691909665	0.32118756959651956	-0.08114909325487202	-0.051747399509725366	0.1096626362513701	0.12605713470913987	-0.04913528959136841	1.0	-0.205049336608461	-0.023850006996035473	-0.014962901228425909	-0.08922139965256952	-0.023070464629894046	-0.009372587381199641	-0.045313673092430444	0.28648541278446	0.1032945739766093	-0.09280760350914241	0.12995090774087792	0.03644575898528248	0.0830965241013427	-0.027283093431481827	-0.7193013844781305	-0.003769224402795242	-0.1682937103690408	-0.1734456302315257	0.23545091074956	-0.4733025435052136	-0.3115574589099616	-0.10242817570590053	0.17381191839328192	0.27886436579490026	-0.05593835946789484	0.05395117921190698	0.16787480670096422	0.09473022785903043	-0.020169798858153443	0.5789789532392412	0.07947804045980894	0.03596801153058849
NSDUH misuse redefinition fixed effect	-0.04659200386501175	0.006508409333355507	0.008002896882592304	0.024953429507437352	-0.11166211408781339	0.11950554269377875	0.00892661323344774	0.01767115913342308	0.01669333059335261	-0.022438639492900554	-0.021029824306386384	0.0010072496320107681	-0.16206135879952532	-0.04907132334710868	-0.018984701923799783	0.03717442375070923	0.04267762052753326	-0.10891959701104643	-0.005713657302406147	-0.05090114840671159	0.015026967483192776	-0.011376315395708004	-0.0006936096649770505	0.01140223987259375	-0.030437084660203395	0.05908253391016711	0.08843401678237095	-0.02187713026684266	0.045956452203097554	0.0648774996947819	0.033426228720905955	-0.02376687121062556	-0.055915973313211666	0.0676671155571943	-0.11237769271790145	0.07042513778190335	0.2345048111816083	-0.037667764201038505	0.055102528933339265	0.028472525461851292	-0.205049336608461	1.0	-0.03206924654827956	0.016634247143257157	-0.018841150058937394	0.017538048442052017	0.030787953250911743	0.024274412719073792	-0.17855566242573148	-0.019986292012970284	-0.056996553899790116	0.3975913989521638	-0.042149618027339235	0.016359835173787866	0.038385382451169375	0.3438997511874098	0.01576622381817812	-0.010075986355649179	-0.01693368134747151	-0.07261246470717463	0.03890656383310233	0.3457814227651384	0.07535863986206813	-0.04604696114008276	-0.012120683164819413	0.0009055378735044057	0.04975305482415187	-0.16750489155141288	0.011885410967014414	-0.036908713240228916	-0.12980408336951452	-0.02635230091677891	-0.0062467149515601835
Nx kit distribution efficiency	-0.05362708231679951	0.34735553189767626	-0.20878622427731933	-0.022825242970468954	0.026240722990447187	0.04349476034736803	0.2539971682715524	0.042669234079618736	-0.4312886671270156	-0.02800592727318921	-0.025173865392969782	0.024490168554071417	-0.022882977840094357	0.01018730790157171	-0.0002540643487997611	-0.030782068166573463	-0.05804498211671762	-0.013226105085552185	-0.022726032118944653	0.005395861720204116	-0.0596313318318519	-0.01116697911201154	0.037188640039123595	-0.00748028065207649	-0.006483492765606084	0.04461302218987828	0.017535631193322215	0.016883050431237324	0.027497757512201022	-0.048110734235631704	0.0434109852999024	0.002663240833466592	0.03789151989496299	-0.04482307952890596	-0.008386527605932354	-0.013979788076052208	-0.008431189631562011	0.005430545413310059	-0.06119180037963371	0.026001078286974316	-0.023850006996035473	-0.03206924654827956	1.0	0.2735207535405897	-0.042448271051597514	-0.01005339669375001	-0.22379146962667779	0.2454034628656892	0.09409682291799715	0.06270037176321572	-0.0023304521953951517	-0.03718972179592885	-0.007733133173910327	0.04798303998426092	0.018143549254724407	0.004217338100228368	-0.0002666269572230023	-0.0052414493874860385	-0.0060026589367333195	-0.035254472982230195	-0.004233901709256279	-0.030378099168443973	-0.024922396026267706	-0.03741141047154588	-0.038800277570477576	0.020031204984098477	0.002893434454595939	0.08149785331454378	0.03980982357814434	0.07407255792436182	0.034099605630276274	0.019814996894368633	0.004062626379124562
Overdose rate base HUD	-0.10736223904232263	0.8841705718758467	0.04882195792597932	-0.04152897825949273	-0.01646775927809362	0.029000952127838237	0.9677327430265585	0.10845716982022151	-0.611957004544649	-0.024829677444102468	-0.074088731124824	-0.0036647062169631256	-0.024899216858186326	0.024360291873260467	-0.08673198757985717	-0.15662316549493244	-0.014413211892907025	-0.016019075559333455	0.03494558717102609	-0.02600112950839032	-0.11600579130843829	0.11022988885694536	-0.04346083289647565	0.07877519411524109	-0.002395284824502252	0.03497627605093043	0.09309101831429646	0.08858036363405082	-0.010059364155509553	-0.18961251234435783	0.07456681825622329	0.06928807134488535	0.0458073289407835	-0.02216017168748243	0.022985246096628265	0.012616836284983932	-0.007155496302483463	-0.025390473196865344	-0.04499017535530283	0.026398835886950415	-0.014962901228425909	0.016634247143257157	0.2735207535405897	1.0	-0.19710966627802534	0.042602301705114476	0.009546990180227866	0.9624519362800459	0.40125832268766015	0.1678546584924736	-0.05848611930071025	-0.0302894180026215	-0.03698072907206546	0.04337907911742898	0.09334468446053426	0.005234558774439629	0.008169711496620278	0.09636746829688604	0.09065989929076615	0.06461377465273091	-0.038699799004078175	0.019221209299803838	0.02865875387739776	-0.016181036979955717	-0.08173704179462335	0.04773070213776525	-0.06117871972521262	0.25387451360540575	0.13683387612205014	0.2784195207694599	0.004831647704901334	0.01957152692494335	0.005620465397519654
Overdose rate NDHU relative to HUD	-0.0654761556591227	-0.11342232951078855	0.008486564087542845	-0.03835157106605979	-0.06470010132988709	-0.0005147343855231627	-0.13303555085221325	-0.049147232250742356	0.10263064049123351	0.02540881036639054	0.007187428839114228	-0.09692168313268522	0.0052082066432935495	-0.16773003715931883	0.05383151709800231	0.17027523792455246	-0.1450517992344454	-0.15396300953510045	0.10081675835313812	0.033972631907845205	0.05304553874443131	-0.17929684545215763	0.03286904018810671	-0.034566474959806	0.04766454314080747	0.21265002158022436	-0.07973125317262009	-0.04624575285560647	-0.0006791780131253139	0.0725004435901645	-0.01548800349916506	-0.07447069906059345	-0.13629034522604894	-0.08442643539123029	-0.12966494362557487	-0.0027659204227548214	0.012290140301631372	-0.05069276668835183	0.0511976636069517	-0.04590326165344893	-0.08922139965256952	-0.018841150058937394	-0.042448271051597514	-0.19710966627802534	1.0	0.04279292256811034	0.024838067911399128	-0.14853237846495992	-0.043700815616752216	-0.06556497728393094	-0.06631319226614268	-0.04191916102146972	-0.07183173443580408	-0.0037566808439546827	-0.06607633548409962	0.014625340977971418	0.005665254701998181	0.06241357526820255	0.06509465802911353	-0.102024129339176	-0.06169101841312914	0.07544252079814412	0.05026421203830659	-0.02763083005776338	-0.03222244343440255	-0.0003078059051639002	0.16329630988813837	0.0020372744116677844	-0.023250803311649804	-0.020508583641412167	0.07122521702491928	0.004468080493066547	-0.03980306972720171
Overdose rate base Rx misuse	0.06272633664211434	0.007720127011342755	0.08980721973128639	-0.01317301303825043	0.07185456124211279	0.06784754753795702	0.052925219885871254	0.04478490623729552	0.009071360511612612	0.08567859219230464	0.012037856903419996	-0.016254672367032014	-0.06609726110104493	-0.031212498246720788	-0.10219276288509695	0.08356246402390792	-0.008028699287228661	-0.1338989562689916	0.09557709994637079	-0.07762041640385023	-0.003971871922783682	0.03182008863984768	0.10787716526389775	-0.0798266746598478	-0.03952287812459044	-0.061605979517058776	0.1360462648251661	-0.020128501945626476	0.047155633565814245	-0.10115644082502578	-0.09462884705562409	-0.014414139145720274	0.0008638595877680319	-0.005616741828713494	0.022999188145105383	0.03883874604882759	0.08177224865344981	0.0057187860446770225	-0.006426203688976077	-0.03136303272074615	-0.023070464629894046	0.017538048442052017	-0.01005339669375001	0.042602301705114476	0.04279292256811034	1.0	-0.04094766163291195	0.050034031541396316	0.018386407720275746	-0.03795776020781463	-0.008088697181790996	0.09068279749543127	-0.01395982197029196	0.033263525603779646	0.005519317772916172	0.01658410518377916	0.0051489436413044015	0.1341267014891256	0.14941854557095885	0.16363499124154207	-0.09132599732463106	0.14726667111189726	-0.08516301043237204	0.12265118996185842	-0.03219826588097724	-0.10301246387226833	-0.02642104828724357	-0.09781203373753161	-0.03868299536562071	-0.03992464070483468	0.0743677464285681	-0.06406450549598518	0.003532529749855693
Overdose rate base Rx OUD	0.05777287553723796	-0.37449815448229246	0.9431554058013222	0.0227408659168045	0.01857079015458807	-0.03243122529219041	0.009246520576832394	-0.056084630286287664	0.5583097490328938	-0.026295919487100652	0.008339016617691214	-0.019152955026112247	0.04449056528632886	-0.06652138969547187	-0.020015224959290038	-0.004693295715831411	-0.017614196386146096	-0.018671634795833343	0.008195347891620514	-0.016846015324746492	0.042573734651016104	0.0207725875461184	-0.06925938446601998	0.002008043945071791	0.014791926389741712	-0.051488045017304945	-0.015063031260299778	0.06246189578395607	-0.04501522575330834	-0.10636416442891466	-0.00990422800128327	0.02924173818076858	-0.012072589091520314	0.03091724710895359	0.003109195346232346	-0.008002493259810147	-0.052927594371174135	0.01668916496258192	0.014799501187829453	-0.0802780042215803	-0.009372587381199641	0.030787953250911743	-0.22379146962667779	0.009546990180227866	0.024838067911399128	-0.04094766163291195	1.0	-0.005144146628448779	-0.011907972467877457	-0.021232822614388087	-0.06597619135603348	-0.04020046977619228	0.043678102332954355	-0.031214215653771644	0.014123738946661296	0.003235643882761588	0.0024649600320573294	0.008121382814188081	0.02503757810227065	-0.024836667897290998	0.0056214096738441965	0.009809224452251462	-0.005846519667382612	-0.09040201642134459	0.016040578090832924	0.023605017508588202	0.05507582507754273	0.04481917356765592	-0.003287063163100172	-0.022231517144454555	-0.034515677203625326	-0.014905126984692261	0.00746803325152779
Overdose rate synth baseline	-0.10025191448143254	0.8605616587315991	0.029213098340792262	-0.05480359488958642	-0.03729956413756735	0.04887413054103602	0.9616755390518097	0.20923338898888275	-0.6231067197342837	-0.0033430675386868754	-0.062196365237776316	-0.0012291036510104379	-0.05341500381120572	-0.004298441919290597	-0.10168365862350778	-0.15462355769686215	-0.011678292406991173	-0.08210601435972724	0.08860574186777183	-0.04135980132661252	-0.10287005433996894	0.1236497378740007	-0.06265902298120873	0.08236529173158967	-0.0011457554249555116	0.07124588040091956	0.10300661319922176	0.08646018430981782	-0.01841930162211822	-0.17480913822114877	0.08445236669343328	0.0703108293347368	0.038078087644228535	0.0003582883134487887	0.014727710088313702	0.0027822245904694878	-0.00021484644714714853	-0.0376857469441856	-0.10109248270182837	0.05623000139132608	-0.045313673092430444	0.024274412719073792	0.2454034628656892	0.9624519362800459	-0.14853237846495992	0.050034031541396316	-0.005144146628448779	1.0	0.38860043073837885	0.13945360016554711	-0.06678729972598361	-0.04866498755772218	-0.03980955748858273	0.04605864600918763	0.0853294470562014	-0.0006452591395467571	0.07245915636893245	0.15255428386166528	0.16255051629264863	0.09813108525206528	-0.026058392275129103	0.0392444897541477	0.0477705178355605	-0.011041201089780475	-0.0877482082863659	0.07180203733490301	-0.04758047752415845	0.24366694860900365	0.11644565204674504	0.24867853620627975	-0.011186807349338499	0.023597525991162945	-0.004845069550268549
Perceived risk strength initiating heroin with Rx use	-0.015971401194117	0.37912800681919834	0.02485660525662135	0.08913945968205451	0.208551170358105	-0.2121787352951605	0.3941366620103637	0.033703053176436217	-0.2701565628351857	0.021941187819579624	-0.0017395786921440043	0.043442338936745144	0.2239549989177251	0.0018777708863308706	-0.0795145342621423	-0.060227336383141	0.019835731397383545	0.17813961356757976	-0.01659669748314627	0.07872697872020401	-0.06690786745999192	0.04177800311503616	0.0002841599603085199	0.159635583226431	0.024637582908778783	-0.018315144540963484	-0.0873929896255961	0.1125135716540625	-0.03252967854793162	-0.1468629908734612	0.12300612767486545	0.05216698762214329	-0.009602164456885595	-0.046674262676510495	0.13319043154762877	0.13102192760022238	-0.09543121692440361	-0.04361953317122452	0.18551608097826075	0.1279125957879643	0.28648541278446	-0.17855566242573148	0.09409682291799715	0.40125832268766015	-0.043700815616752216	0.018386407720275746	-0.011907972467877457	0.38860043073837885	1.0	0.09079775807644834	0.0042338934587117785	-0.04610576071586284	-0.09062528133453393	0.05949120210508924	-0.01523240806618356	-0.3377498147211073	0.1591194187249703	0.05493746643482894	0.0861290137618932	0.08730381523965336	-0.07967401850545987	-0.29919955417432	-0.20320642216346704	0.22872465400515546	0.2973176445812181	-0.017987963018061857	-0.018635338894895093	0.6336057420961628	0.1041905390305192	0.486882308512621	0.1123095567729337	0.10347187140666081	0.03738321892294331
Perceived risk strength initiating NDHU no Rx	-0.0355914773009476	0.15896280410530242	-0.011639407020337196	-0.011933255625573675	0.06774411920332392	-0.12275546232849795	0.14723974821194796	-0.03656871971879182	-0.12129913705878093	-0.05308355174020699	0.10354607242081065	-0.028410094548742156	0.05576606219869865	0.011351658718173535	-0.1401274144152002	-0.06280411029883302	-0.012603113848764974	0.13005287235501614	0.006403675466285819	0.06756887788302657	-0.0847355267528437	-0.02414090687257538	-0.1101004525858041	0.06764707458643665	0.10417806348738601	-0.03265515495600246	-0.028409303479889104	0.12214237532362637	0.022322481986298465	-0.040746688265111054	0.14505910334553354	0.010778864700096603	0.0668548482261679	-0.03420069393461858	0.011276725309801129	0.03908929470382865	-0.03291700231258019	-0.016442307405216093	0.03399867516759564	0.03712969744571106	0.1032945739766093	-0.019986292012970284	0.06270037176321572	0.1678546584924736	-0.06556497728393094	-0.03795776020781463	-0.021232822614388087	0.13945360016554711	0.09079775807644834	1.0	-0.024287307579693728	0.030769887150812303	0.04898295345994688	0.06382141410756137	-0.015213856903511978	-0.06811264932268755	0.0820488901554369	0.01995633115709449	0.0201243068687685	0.051187495555194314	-0.05017650756087293	-0.12852730516036778	-0.03128691644622818	0.006788993683636387	0.07708944939596986	-0.030110894496548673	0.013628718860502743	0.03165055444594331	0.8172962629741392	0.06826534588849542	0.032354693967721566	0.05878075511295508	-0.023156775929131096
Perceived risk strength initiating Rx misuse diverted	0.0042723980335490075	-0.027199359135915403	-0.0523891737330794	-0.0166217155525848	-0.08537704475348959	0.03388161579023154	-0.07249595596145346	0.03351039029996362	0.015972264011658657	0.01984312989615721	-0.02107078659930095	-0.004304166971577377	-0.36987903519271054	0.061836725969337404	0.02291505459851408	-0.017200601444364753	0.06433947108135644	0.19879643495863106	-0.04162557311691211	0.05980270257888044	0.01755022736070222	-0.026431529576145005	0.03515473586846904	0.07773839150575135	0.030038932989590775	0.03637266471892988	-0.04919980874210995	-0.014820668713947159	-0.04923129799690579	0.0696726701815354	0.007122739695249713	0.013066199629582926	0.03644516033899484	0.6952616323622176	-0.05462681418344387	0.05890358120834627	-0.04654829553429297	-0.0003943489326315107	0.014394037631765898	-0.0645654231673355	-0.09280760350914241	-0.056996553899790116	-0.0023304521953951517	-0.05848611930071025	-0.06631319226614268	-0.008088697181790996	-0.06597619135603348	-0.06678729972598361	0.0042338934587117785	-0.024287307579693728	1.0	-0.008622903420491808	0.12337883205262473	0.05414562440683696	-0.02059352837976586	-0.04689438248352308	0.031760036505638335	-0.0679010734812368	-0.055851308507895485	0.043066278068757034	0.7401293568600117	-0.21355269200464283	0.0142797223747323	0.11612837871331923	-0.07181561115954806	0.0314243481169101	-0.06390775405175698	-0.022658313426341403	-0.03265816908506843	0.05986803732149628	-0.5597227511864188	0.07704691215755233	-0.01689140154114033
Perceived risk strength initiating Rx misuse own Rx	-0.012215949774857515	-0.024931087785440575	-0.02548863212996812	0.03327000700441517	0.018257011202765357	-0.07108732856464521	-0.04547002140845251	-0.040594896973054496	0.015431210523058818	-0.007839493454043743	0.024087577821115345	0.013144460107978666	-0.010604072539901444	-0.030888049735054834	-0.0620983040947422	0.09184109053077603	0.027901407802294772	0.1416740673290563	-0.02518702314888107	0.016912291626991142	0.03264243187816164	-0.02301980129166571	-0.02692083224741017	0.0006173733396140826	-0.038978514326886225	-0.04451787742672244	-0.029580959985400126	-0.02172579623194435	0.01890480705118776	0.006941956083431478	-0.027431987767203365	0.00911440785073953	-0.02387439209096385	-0.04917263116254158	-0.027955099893946234	0.0483386248050793	0.7997128024205833	-0.01012689566478483	0.08814615211871762	0.04773588331843422	0.12995090774087792	0.3975913989521638	-0.03718972179592885	-0.0302894180026215	-0.04191916102146972	0.09068279749543127	-0.04020046977619228	-0.04866498755772218	-0.04610576071586284	0.030769887150812303	-0.008622903420491808	1.0	-0.03620868842341893	0.032244286622245134	0.03999668237430955	-0.013832138631060089	0.028713487945764067	-0.013737313779303529	-0.01709735430926973	0.006719371702994453	-0.0358202355017141	0.12437325590565056	-0.0014446535217886628	0.03215084931731538	0.07124706967075604	-0.009744991792337213	-0.007192917725350232	-0.07014993930116648	0.03681315044935347	-0.020300427607718517	-0.0074803728284230835	0.026089631320721354	0.008251580012627402
Perceived risk strength net quit heroin with Rx OUD	0.041994307974721354	-0.02566533026739375	0.025802297280159807	-0.050482447351704596	0.04866929338430587	0.0062413913002969355	-0.060101536495199795	0.016094977949139666	0.036523904392772644	0.050242864669344946	-0.006151438663501708	0.07101776111382771	0.0035214533310680904	0.04176168031692564	0.15767343976999962	0.07406336272248505	0.11963383368655252	0.06002355917879979	-0.10153589952758603	-0.008299958528296791	0.15293373332695664	0.07438121257446188	-0.0370388695619928	0.08165117234745442	0.004686093814851494	-0.08599972591715009	-0.024761362948185903	0.06552038341447083	0.053193984137628686	-0.027873504196863734	0.05648106398145966	0.05466017212853967	0.05814738480226615	0.0837827919638672	0.0387833299841079	-0.06376140149174589	-0.07466901956457761	0.06091095151425538	-0.2892592148901168	-0.000476136757179186	0.03644575898528248	-0.042149618027339235	-0.007733133173910327	-0.03698072907206546	-0.07183173443580408	-0.01395982197029196	0.043678102332954355	-0.03980955748858273	-0.09062528133453393	0.04898295345994688	0.12337883205262473	-0.03620868842341893	1.0	-0.02670696184471513	-0.07480560314146345	-0.009543632737806116	0.0563259980881898	-0.09321823114553394	-0.0656095485025112	0.08826421252599016	0.12315520719876973	-0.030235484258095822	-0.08520899888494943	0.10883395952335559	0.0025376184012225133	-0.05162914408756031	-0.17414667197811967	-0.029652758158565357	0.031524403508656186	-0.09092414609204594	-0.0716746627305844	0.011191297582793554	0.06451024977866555
Perceived risk strength net quit NDHU	0.05011046038914261	0.06110616119140839	-0.01595508335689205	0.01845311209999728	-0.016370006721243488	-0.05693010495133635	0.06584511324241295	0.06365296820784005	-0.04772150704409313	0.048895825127661455	0.04475758981303101	0.17919625233425623	-0.0022855524301228156	-0.1570958961244261	-0.023739855358201827	-0.03957421104813418	0.016732621250333125	0.05067973617116794	0.14216554808424484	-0.019592544296764894	0.032917078392219266	-0.052853967911297275	0.010496176385331835	0.03620639781196507	0.11887732447555088	-0.08325504159221413	0.0386130924721405	-0.14713242119795986	-0.02503662888923893	0.05058055726864763	0.04845142937533287	-0.04244141594409343	0.0030547233469500343	0.023507709655629185	0.05706192119329843	-0.07821782280744592	0.044149614680209434	0.06907072846464964	0.059463671803123314	0.02671301377369141	0.0830965241013427	0.016359835173787866	0.04798303998426092	0.04337907911742898	-0.0037566808439546827	0.033263525603779646	-0.031214215653771644	0.04605864600918763	0.05949120210508924	0.06382141410756137	0.05414562440683696	0.032244286622245134	-0.02670696184471513	1.0	-0.01460730845855977	-0.07132307851001506	0.07743475432448096	0.028756584776204533	0.038504497766725355	0.030891619256044788	-0.015435458297824015	-0.05035538823729684	0.022030299794499754	0.045627059029166785	0.04574367475366278	-0.057769443345558405	-0.0040084780031773085	0.05405457731622466	0.031041222852609372	-0.039864434101665784	0.031317530505532105	0.12593592357791208	0.01992457209643749
